emisja;miesiac;data_wyjscia;sposob;stopa_okresu;stopa_prognozowana;kupony_brutto;odsetki_w_wykupie;oplata;wyplata_brutto;podatek;zysk_netto;zysk_procent;irr_netto
COI0830;1;2026-09-03;wykup przedterminowy;4,75%;nie;0,00;0,40;0,40;100,00;0,00;0,00;0,00%;0,00%
COI0830;2;2026-10-03;wykup przedterminowy;4,75%;nie;0,00;0,79;0,79;100,00;0,00;0,00;0,00%;0,00%
COI0830;3;2026-11-03;wykup przedterminowy;4,75%;nie;0,00;1,20;1,20;100,00;0,00;0,00;0,00%;0,00%
COI0830;4;2026-12-03;wykup przedterminowy;4,75%;nie;0,00;1,59;1,59;100,00;0,00;0,00;0,00%;0,00%
COI0830;5;2027-01-03;wykup przedterminowy;4,75%;nie;0,00;1,99;1,99;100,00;0,00;0,00;0,00%;0,00%
COI0830;6;2027-02-03;wykup przedterminowy;4,75%;nie;0,00;2,39;2,00;100,39;0,08;0,31;0,31%;0,62%
COI0830;7;2027-03-03;wykup przedterminowy;4,75%;nie;0,00;2,76;2,00;100,76;0,15;0,61;0,61%;1,05%
COI0830;8;2027-04-03;wykup przedterminowy;4,75%;nie;0,00;3,16;2,00;101,16;0,23;0,93;0,93%;1,40%
COI0830;9;2027-05-03;wykup przedterminowy;4,75%;nie;0,00;3,55;2,00;101,55;0,30;1,25;1,25%;1,67%
COI0830;10;2027-06-03;wykup przedterminowy;4,75%;nie;0,00;3,96;2,00;101,96;0,38;1,58;1,58%;1,90%
COI0830;11;2027-07-03;wykup przedterminowy;4,75%;nie;0,00;4,35;2,00;102,35;0,45;1,90;1,90%;2,08%
COI0830;12;2027-08-03;wykup przedterminowy;4,75%;nie;0,00;4,75;2,00;102,75;0,53;2,22;2,22%;2,22%
COI0830;13;2027-09-03;wykup przedterminowy;4,00%;tak;4,75;0,34;2,00;103,09;0,91;2,18;2,18%;2,01%
COI0830;14;2027-10-03;wykup przedterminowy;4,00%;tak;4,75;0,67;2,00;103,42;0,91;2,51;2,51%;2,16%
COI0830;15;2027-11-03;wykup przedterminowy;4,00%;tak;4,75;1,01;2,00;103,76;0,91;2,85;2,85%;2,29%
COI0830;16;2027-12-03;wykup przedterminowy;4,00%;tak;4,75;1,33;2,00;104,08;0,91;3,17;3,17%;2,39%
COI0830;17;2028-01-03;wykup przedterminowy;4,00%;tak;4,75;1,67;2,00;104,42;0,91;3,51;3,51%;2,49%
COI0830;18;2028-02-03;wykup przedterminowy;4,00%;tak;4,75;2,01;2,00;104,76;0,92;3,84;3,84%;2,57%
COI0830;19;2028-03-03;wykup przedterminowy;4,00%;tak;4,75;2,33;2,00;105,08;0,98;4,10;4,10%;2,61%
COI0830;20;2028-04-03;wykup przedterminowy;4,00%;tak;4,75;2,67;2,00;105,42;1,04;4,38;4,38%;2,64%
COI0830;21;2028-05-03;wykup przedterminowy;4,00%;tak;4,75;2,99;2,00;105,74;1,10;4,64;4,64%;2,67%
COI0830;22;2028-06-03;wykup przedterminowy;4,00%;tak;4,75;3,33;2,00;106,08;1,17;4,91;4,91%;2,69%
COI0830;23;2028-07-03;wykup przedterminowy;4,00%;tak;4,75;3,66;2,00;106,41;1,23;5,18;5,18%;2,72%
COI0830;24;2028-08-03;wykup przedterminowy;4,00%;tak;4,75;4,00;2,00;106,75;1,29;5,46;5,46%;2,74%
COI0830;25;2028-09-03;wykup przedterminowy;4,00%;tak;8,75;0,34;2,00;107,09;1,67;5,42;5,42%;2,61%
COI0830;26;2028-10-03;wykup przedterminowy;4,00%;tak;8,75;0,67;2,00;107,42;1,67;5,75;5,75%;2,67%
COI0830;27;2028-11-03;wykup przedterminowy;4,00%;tak;8,75;1,01;2,00;107,76;1,67;6,09;6,09%;2,72%
COI0830;28;2028-12-03;wykup przedterminowy;4,00%;tak;8,75;1,34;2,00;108,09;1,67;6,42;6,42%;2,77%
COI0830;29;2029-01-03;wykup przedterminowy;4,00%;tak;8,75;1,68;2,00;108,43;1,67;6,76;6,76%;2,81%
COI0830;30;2029-02-03;wykup przedterminowy;4,00%;tak;8,75;2,02;2,00;108,77;1,68;7,09;7,09%;2,85%
COI0830;31;2029-03-03;wykup przedterminowy;4,00%;tak;8,75;2,32;2,00;109,07;1,74;7,33;7,33%;2,86%
COI0830;32;2029-04-03;wykup przedterminowy;4,00%;tak;8,75;2,66;2,00;109,41;1,80;7,61;7,61%;2,88%
COI0830;33;2029-05-03;wykup przedterminowy;4,00%;tak;8,75;2,99;2,00;109,74;1,86;7,88;7,88%;2,89%
COI0830;34;2029-06-03;wykup przedterminowy;4,00%;tak;8,75;3,33;2,00;110,08;1,93;8,15;8,15%;2,90%
COI0830;35;2029-07-03;wykup przedterminowy;4,00%;tak;8,75;3,66;2,00;110,41;1,99;8,42;8,42%;2,91%
COI0830;36;2029-08-03;wykup przedterminowy;4,00%;tak;8,75;4,00;2,00;110,75;2,05;8,70;8,70%;2,92%
COI0830;37;2029-09-03;wykup przedterminowy;4,00%;tak;12,75;0,34;2,00;111,09;2,43;8,66;8,66%;2,83%
COI0830;38;2029-10-03;wykup przedterminowy;4,00%;tak;12,75;0,67;2,00;111,42;2,43;8,99;8,99%;2,86%
COI0830;39;2029-11-03;wykup przedterminowy;4,00%;tak;12,75;1,01;2,00;111,76;2,43;9,33;9,33%;2,89%
COI0830;40;2029-12-03;wykup przedterminowy;4,00%;tak;12,75;1,34;2,00;112,09;2,43;9,66;9,66%;2,92%
COI0830;41;2030-01-03;wykup przedterminowy;4,00%;tak;12,75;1,68;2,00;112,43;2,43;10,00;10,00%;2,95%
COI0830;42;2030-02-03;wykup przedterminowy;4,00%;tak;12,75;2,02;2,00;112,77;2,44;10,33;10,33%;2,97%
COI0830;43;2030-03-03;wykup przedterminowy;4,00%;tak;12,75;2,32;2,00;113,07;2,50;10,57;10,57%;2,98%
COI0830;44;2030-04-03;wykup przedterminowy;4,00%;tak;12,75;2,66;2,00;113,41;2,56;10,85;10,85%;2,98%
COI0830;45;2030-05-03;wykup przedterminowy;4,00%;tak;12,75;2,99;2,00;113,74;2,62;11,12;11,12%;2,99%
COI0830;46;2030-06-03;wykup przedterminowy;4,00%;tak;12,75;3,33;2,00;114,08;2,69;11,39;11,39%;3,00%
COI0830;47;2030-07-03;wykup przedterminowy;4,00%;tak;12,75;3,66;2,00;114,41;2,75;11,66;11,66%;3,00%
COI0830;48;2030-08-03;wykup;4,00%;tak;12,75;4,00;0,00;116,75;3,19;13,56;13,56%;3,40%
COI0830;49;2030-09-03;nie istnieje;;;;;;;;;;
DOR0828;1;2026-09-03;wykup przedterminowy;4,15%;nie;0,00;0,35;0,35;100,00;0,00;0,00;0,00%;0,00%
DOR0828;2;2026-10-03;wykup przedterminowy;3,90%;nie;0,35;0,33;0,70;99,98;0,07;-0,09;-0,09%;-0,54%
DOR0828;3;2026-11-03;wykup przedterminowy;3,90%;tak;0,68;0,33;0,70;100,31;0,14;0,17;0,17%;0,68%
DOR0828;4;2026-12-03;wykup przedterminowy;3,90%;tak;1,01;0,33;0,70;100,64;0,21;0,43;0,43%;1,30%
DOR0828;5;2027-01-03;wykup przedterminowy;3,90%;tak;1,34;0,33;0,70;100,97;0,28;0,69;0,69%;1,66%
DOR0828;6;2027-02-03;wykup przedterminowy;3,90%;tak;1,67;0,33;0,70;101,30;0,35;0,95;0,95%;1,91%
DOR0828;7;2027-03-03;wykup przedterminowy;3,90%;tak;2,00;0,33;0,70;101,63;0,42;1,21;1,21%;2,11%
DOR0828;8;2027-04-03;wykup przedterminowy;3,90%;tak;2,33;0,33;0,70;101,96;0,49;1,47;1,47%;2,24%
DOR0828;9;2027-05-03;wykup przedterminowy;3,90%;tak;2,66;0,33;0,70;102,29;0,56;1,73;1,73%;2,34%
DOR0828;10;2027-06-03;wykup przedterminowy;3,90%;tak;2,99;0,33;0,70;102,62;0,63;1,99;1,99%;2,42%
DOR0828;11;2027-07-03;wykup przedterminowy;3,90%;tak;3,32;0,33;0,70;102,95;0,70;2,25;2,25%;2,49%
DOR0828;12;2027-08-03;wykup przedterminowy;3,90%;tak;3,65;0,33;0,70;103,28;0,77;2,51;2,51%;2,55%
DOR0828;13;2027-09-03;wykup przedterminowy;3,90%;tak;3,98;0,33;0,70;103,61;0,84;2,77;2,77%;2,59%
DOR0828;14;2027-10-03;wykup przedterminowy;3,90%;tak;4,31;0,33;0,70;103,94;0,91;3,03;3,03%;2,64%
DOR0828;15;2027-11-03;wykup przedterminowy;3,90%;tak;4,64;0,33;0,70;104,27;0,98;3,29;3,29%;2,67%
DOR0828;16;2027-12-03;wykup przedterminowy;3,90%;tak;4,97;0,33;0,70;104,60;1,05;3,55;3,55%;2,70%
DOR0828;17;2028-01-03;wykup przedterminowy;3,90%;tak;5,30;0,33;0,70;104,93;1,12;3,81;3,81%;2,73%
DOR0828;18;2028-02-03;wykup przedterminowy;3,90%;tak;5,63;0,33;0,70;105,26;1,19;4,07;4,07%;2,75%
DOR0828;19;2028-03-03;wykup przedterminowy;3,90%;tak;5,96;0,33;0,70;105,59;1,26;4,33;4,33%;2,78%
DOR0828;20;2028-04-03;wykup przedterminowy;3,90%;tak;6,29;0,33;0,70;105,92;1,33;4,59;4,59%;2,79%
DOR0828;21;2028-05-03;wykup przedterminowy;3,90%;tak;6,62;0,33;0,70;106,25;1,40;4,85;4,85%;2,81%
DOR0828;22;2028-06-03;wykup przedterminowy;3,90%;tak;6,95;0,33;0,70;106,58;1,47;5,11;5,11%;2,83%
DOR0828;23;2028-07-03;wykup przedterminowy;3,90%;tak;7,28;0,33;0,70;106,91;1,54;5,37;5,37%;2,85%
DOR0828;24;2028-08-03;wykup;3,90%;tak;7,61;0,33;0,00;107,94;1,68;6,26;6,26%;3,17%
DOR0828;25;2028-09-03;nie istnieje;;;;;;;;;;
EDO0836;1;2026-09-03;wykup przedterminowy;5,35%;nie;0,00;0,45;0,45;100,00;0,00;0,00;0,00%;0,00%
EDO0836;2;2026-10-03;wykup przedterminowy;5,35%;nie;0,00;0,89;0,89;100,00;0,00;0,00;0,00%;0,00%
EDO0836;3;2026-11-03;wykup przedterminowy;5,35%;nie;0,00;1,35;1,35;100,00;0,00;0,00;0,00%;0,00%
EDO0836;4;2026-12-03;wykup przedterminowy;5,35%;nie;0,00;1,79;1,79;100,00;0,00;0,00;0,00%;0,00%
EDO0836;5;2027-01-03;wykup przedterminowy;5,35%;nie;0,00;2,24;2,24;100,00;0,00;0,00;0,00%;0,00%
EDO0836;6;2027-02-03;wykup przedterminowy;5,35%;nie;0,00;2,70;2,70;100,00;0,00;0,00;0,00%;0,00%
EDO0836;7;2027-03-03;wykup przedterminowy;5,35%;nie;0,00;3,11;3,00;100,11;0,03;0,08;0,08%;0,14%
EDO0836;8;2027-04-03;wykup przedterminowy;5,35%;nie;0,00;3,56;3,00;100,56;0,11;0,45;0,45%;0,68%
EDO0836;9;2027-05-03;wykup przedterminowy;5,35%;nie;0,00;4,00;3,00;101,00;0,19;0,81;0,81%;1,08%
EDO0836;10;2027-06-03;wykup przedterminowy;5,35%;nie;0,00;4,46;3,00;101,46;0,28;1,18;1,18%;1,42%
EDO0836;11;2027-07-03;wykup przedterminowy;5,35%;nie;0,00;4,90;3,00;101,90;0,37;1,53;1,53%;1,67%
EDO0836;12;2027-08-03;wykup przedterminowy;5,35%;nie;0,00;5,35;3,00;102,35;0,45;1,90;1,90%;1,90%
EDO0836;13;2027-09-03;wykup przedterminowy;4,50%;tak;0,00;5,75;3,00;102,75;0,53;2,22;2,22%;2,04%
EDO0836;14;2027-10-03;wykup przedterminowy;4,50%;tak;0,00;6,14;3,00;103,14;0,60;2,54;2,54%;2,17%
EDO0836;15;2027-11-03;wykup przedterminowy;4,50%;tak;0,00;6,54;3,00;103,54;0,68;2,86;2,86%;2,28%
EDO0836;16;2027-12-03;wykup przedterminowy;4,50%;tak;0,00;6,93;3,00;103,93;0,75;3,18;3,18%;2,37%
EDO0836;17;2028-01-03;wykup przedterminowy;4,50%;tak;0,00;7,33;3,00;104,33;0,83;3,50;3,50%;2,45%
